instrument_id,instrument_code,issuer_id,instrument_type,notional,currency,issue_date,maturity_date
1140,INS001140,228,Bond,10684274.27,CRC,2018-04-18,2026-01-01
1141,INS001141,393,CP,181842520.52,EUR,2019-02-18,2022-12-06
1142,INS001142,999999,Bond,197868834.37,JPY,2018-02-02,2023-10-26
1143,INS001143,421,Bond,44893002.54,USD,2019-01-29,2027-09-14
1144,INS001144,409,Loan,145078287.89,USD,2022-09-07,2031-02-17
1145,INS001145,213,CP,65213235.62,EUR,2020-11-15,2023-01-30
1146,INS001146,320,MTN,187845722.37,USD,2019-03-01,2026-03-27
1147,INS001147,999999,CP,65350197.76,USD,2019-03-14,2021-05-20
1148,INS001148,206,Bond,78448145.25,CRC,2021-09-01,2026-03-19
1149,INS001149,113,CP,130339054.11,JPY,2018-05-16,2026-10-01
1150,INS001150,23,MTN,61005315.48,CRC,2018-05-18,2021-10-29
1151,INS001151,53,Loan,51136090.49,USD,2021-12-30,2029-01-03
1152,INS001152,308,MTN,135902203.95,EUR,2019-10-27,2027-11-23
1153,INS001153,171,CP,195626284.71,CRC,2018-12-26,2027-02-09
1154,INS001154,35,MTN,77091908.53,EUR,2019-11-18,2019-11-18
1155,INS001155,258,Bond,47288575.0,USD,2021-04-18,2030-03-13
1156,INS001156,159,MTN,151691902.98,USD,2019-04-30,2028-08-07
1157,INS001157,31,MTN,60026331.34,EUR,2018-10-09,2023-12-21
1158,INS001158,193,Bond,48374729.66,CRC,2019-02-23,2027-05-06
1159,INS001159,999999,Loan,56347162.22,USD,2022-12-02,2027-08-09
1160,INS001160,267,CP,150359631.29,EUR,2022-06-10,2028-02-03
1161,INS001161,434,CP,49207547.76,USD,2022-02-09,2026-10-27
1162,INS001162,465,Loan,160488909.67,EUR,2023-02-23,2031-08-08
1163,INS001163,312,CP,37525549.23,USD,2022-11-23,2028-03-03
1164,INS001164,34,Bond,190778576.79,USD,2022-11-17,2029-05-22
1165,INS001165,325,Loan,19260119.09,EUR,2018-10-17,2022-01-30
1166,INS001166,121,MTN,145272831.85,JPY,2020-11-05,2022-09-21
1167,INS001167,85,Loan,85379338.23,EUR,2022-01-17,2025-04-05
1168,INS001168,156,MTN,193577436.32,EUR,2019-08-08,2027-01-24
1169,INS001169,140,MTN,16923178.41,JPY,2022-11-02,2032-08-06
1170,INS001170,204,MTN,88833838.1,CRC,2020-02-13,2022-12-31
1171,INS001171,390,MTN,4942404.35,CRC,2018-11-16,2028-10-09
1172,INS001172,219,CP,119441488.96,EUR,2022-10-16,2024-09-20
1173,INS001173,284,CP,76709597.22,JPY,2022-01-28,2025-01-16
1174,INS001174,233,MTN,15315990.29,EUR,2019-08-04,2024-10-17
1175,INS001175,367,Loan,183310255.55,USD,2020-08-19,2023-10-29
1176,INS001176,7,CP,98799289.82,CRC,2022-10-31,2029-06-11
1177,INS001177,482,CP,77423447.34,JPY,2020-03-19,2029-07-15
1178,INS001178,329,MTN,177114916.61,USD,2021-04-19,2023-02-04
1179,INS001179,198,Loan,39651411.87,CRC,2023-03-25,2030-07-27
1180,INS001180,491,CP,102412064.32,CRC,2019-06-07,2029-01-29
1181,INS001181,326,Bond,130530360.61,CRC,2021-11-11,2021-11-11
1182,INS001182,377,MTN,7867006.84,JPY,2019-05-21,2023-02-06
1183,INS001183,324,Bond,139796813.07,EUR,2021-12-18,2030-07-19
1184,INS001184,134,Loan,51603318.86,EUR,2021-05-24,2027-07-02
1185,INS001185,7,Bond,129235080.75,CRC,2018-08-28,2028-04-19
1186,INS001186,204,Bond,104188871.73,EUR,2021-12-17,2029-07-13
1187,INS001187,449,MTN,51321375.84,JPY,2020-05-16,2023-03-26
1188,INS001188,257,MTN,117629874.46,CRC,2023-06-05,2030-05-27
1189,INS001189,386,Bond,22745540.27,JPY,2022-11-30,2032-01-27
1190,INS001190,417,Loan,186073356.32,CRC,2018-10-20,2022-10-25
1191,INS001191,358,Loan,163461486.24,USD,2019-09-23,2020-10-18
1192,INS001192,50,MTN,105467435.76,JPY,2018-05-24,2028-01-26
1193,INS001193,376,Loan,75555626.36,EUR,2020-06-01,2023-04-30
1194,INS001194,102,Bond,90681496.08,EUR,2020-09-23,2023-10-08
1195,INS001195,96,Loan,162026546.62,EUR,2019-02-16,2020-10-14
1196,INS001196,133,MTN,125740638.54,USD,2023-01-22,2028-08-22
1197,INS001197,445,Bond,59331991.49,CRC,2021-07-27,2024-06-06
1198,INS001198,64,CP,6903663.68,EUR,2019-07-21,2021-04-09
1199,INS001199,245,Bond,2891808.67,JPY,2020-09-20,2029-04-06
1200,INS001200,385,Bond,20271528.34,USD,2023-05-11,2024-06-08
1201,INS001201,193,CP,186493547.79,CRC,2021-05-19,2028-03-18
1202,INS001202,388,MTN,67973490.05,JPY,2019-11-22,2027-09-01
1203,INS001203,162,CP,133350578.78,CRC,2022-07-31,2026-04-07
1204,INS001204,313,CP,161447770.84,USD,2018-04-28,2023-04-25
1205,INS001205,234,MTN,145318817.27,EUR,2022-11-18,2031-09-17
1206,INS001206,14,CP,190261325.95,EUR,2021-05-17,2023-10-02
1207,INS001207,189,MTN,103467886.32,EUR,2020-07-14,2028-06-19
1208,INS001208,2,Bond,127121682.84,USD,2021-07-30,2026-03-10
1209,INS001209,497,CP,135907954.5,EUR,2022-07-12,2031-10-11
1210,INS001210,311,Bond,70318457.64,CRC,2020-09-19,2026-03-16
1211,INS001211,338,Bond,147121270.85,JPY,2022-10-22,2031-08-26
1212,INS001212,311,Loan,174101885.93,USD,2019-02-04,2028-01-29
1213,INS001213,66,Bond,60968312.69,CRC,2020-10-16,2030-09-22
1214,INS001214,87,Bond,96951540.51,EUR,2023-01-10,2029-01-10
1215,INS001215,125,Bond,21988465.75,USD,2019-03-10,2022-02-05
1216,INS001216,83,MTN,153495455.94,EUR,2023-03-18,2027-11-14
1217,INS001217,369,MTN,190349272.03,USD,2019-06-12,2027-11-29
1218,INS001218,341,MTN,18997909.13,JPY,2018-10-06,2025-10-03
1219,INS001219,447,Bond,129153321.58,CRC,2019-04-04,2026-09-18
1220,INS001220,467,MTN,131130010.24,CRC,2022-01-09,2031-05-10
1221,INS001221,414,CP,24022303.09,USD,2019-04-23,2022-10-24
1222,INS001222,58,Loan,149178932.71,USD,2018-07-02,2023-04-25
1223,INS001223,294,CP,190859655.15,USD,2020-01-24,2022-06-28
1224,INS001224,160,Loan,169576600.73,CRC,2018-05-07,2025-12-17
1225,INS001225,164,Loan,104430525.09,EUR,2022-04-29,2027-06-02
1226,INS001226,55,MTN,63869318.79,JPY,2020-03-20,2021-04-26
1227,INS001227,429,MTN,30337646.24,JPY,2019-03-25,2019-03-25
1228,INS001228,75,Bond,120177181.35,JPY,2022-03-10,2030-08-25
1229,INS001229,258,CP,199372872.28,CRC,2021-11-11,2024-03-30
1230,INS001230,324,MTN,59007525.88,CRC,2022-08-25,2026-01-24
1231,INS001231,31,Loan,165749054.17,EUR,2022-07-18,2027-04-12
1232,INS001232,435,Bond,184708413.12,EUR,2022-02-09,2025-08-18
1233,INS001233,439,MTN,60521253.67,EUR,2020-09-25,2029-11-21
1234,INS001234,12,CP,85065056.87,CRC,2021-01-27,2026-06-21
1235,INS001235,179,MTN,15292820.96,JPY,2022-04-01,2027-08-21
1236,INS001236,145,MTN,20366593.77,JPY,2021-11-27,2025-02-03
1237,INS001237,386,Bond,170112134.4,JPY,2022-06-09,2029-12-11
1238,INS001238,235,Loan,88934864.37,CRC,2021-09-02,2024-07-03
1239,INS001239,150,Loan,44409158.13,EUR,2023-01-12,2025-08-27
1240,INS001240,377,CP,145465544.84,USD,2021-08-26,2022-10-02
1241,INS001241,348,MTN,190129232.73,CRC,2022-05-28,2025-01-21
1242,INS001242,348,Bond,20113498.65,CRC,2022-09-20,2025-08-09
1243,INS001243,92,Bond,196075075.21,JPY,2023-04-20,2024-11-19
1244,INS001244,304,MTN,49755199.68,USD,2020-06-07,2023-02-05
1245,INS001245,124,CP,137908837.08,EUR,2020-03-23,2026-09-14
1246,INS001246,335,Bond,155768431.41,CRC,2022-03-07,2027-05-22
1247,INS001247,141,MTN,74097288.13,USD,2021-07-19,2029-11-14
1248,INS001248,60,MTN,128640456.19,EUR,2018-06-19,2020-10-30
1249,INS001249,12,MTN,55471236.59,USD,2021-04-16,2028-09-17
1250,INS001250,407,MTN,97354103.98,CRC,2021-04-29,2024-05-09
1251,INS001251,153,Bond,65720565.96,EUR,2021-03-16,2023-08-10
1252,INS001252,208,Bond,79365512.44,CRC,2022-07-23,2031-06-01
1253,INS001253,33,Bond,150948134.94,EUR,2020-11-28,2028-06-19
1254,INS001254,495,Loan,172538685.09,EUR,2021-09-10,2024-01-03
1255,INS001255,3,CP,25486015.34,EUR,2021-02-10,2027-02-15
1256,INS001256,295,Loan,18476364.87,JPY,2019-02-27,2027-06-23
1257,INS001257,436,Bond,196005758.53,JPY,2022-03-23,2023-08-13
1258,INS001258,187,Loan,85187214.13,USD,2023-06-02,2030-07-09
1259,INS001259,128,CP,132172358.05,CRC,2019-09-08,2021-03-15
1260,INS001260,72,CP,105010585.73,JPY,2021-03-27,2027-09-25
1261,INS001261,311,Loan,137898131.49,USD,2021-01-07,2027-09-29
1262,INS001262,122,Loan,60642136.69,EUR,2018-03-17,2021-04-25
1263,INS001263,491,Loan,118764844.62,JPY,2018-10-02,2026-07-03
1264,INS001264,66,MTN,15797572.24,JPY,2022-02-02,2030-01-24
1265,INS001265,134,Loan,80611815.74,USD,2020-02-21,2028-06-04
1266,INS001266,484,MTN,188099666.31,EUR,2019-06-05,2028-01-05
1267,INS001267,275,CP,199076494.54,EUR,2019-02-22,2020-12-07
1268,INS001268,366,Loan,84517608.04,EUR,2020-02-02,2027-05-29
1269,INS001269,162,MTN,6156062.77,EUR,2022-06-02,2028-04-12
1270,INS001270,40,Bond,137111870.18,CRC,2019-07-08,2021-11-29
1271,INS001271,34,Bond,73201077.45,JPY,2019-11-06,2028-01-10
1272,INS001272,399,Loan,55455710.59,USD,2019-07-14,2019-07-14
1273,INS001273,194,MTN,190404789.27,USD,2023-06-08,2026-12-04
1274,INS001274,90,CP,118176582.93,CRC,2020-12-14,2030-02-13
1275,INS001275,49,CP,110756904.16,USD,2020-12-19,2025-11-17
1276,INS001276,460,CP,189355550.82,CRC,2018-04-09,2021-03-08
1277,INS001277,93,MTN,95895511.88,EUR,2019-12-08,2029-03-31
1278,INS001278,133,Loan,131855024.03,EUR,2018-01-20,2026-10-02
1279,INS001279,194,CP,11520060.46,JPY,2021-03-08,2030-06-06
1280,INS001280,363,MTN,141650565.76,EUR,2022-05-12,2026-02-25
1281,INS001281,225,MTN,100943619.89,JPY,2019-12-26,2029-12-08
1282,INS001282,488,Loan,61732298.82,USD,2020-05-26,2027-03-28
1283,INS001283,486,CP,169203875.97,USD,2019-09-18,2025-04-09
1284,INS001284,40,Bond,33857511.99,USD,2022-02-03,2025-10-13
1285,INS001285,44,MTN,161861036.84,USD,2022-03-03,2026-05-16
1286,INS001286,493,Loan,96451533.56,USD,2023-04-27,2029-01-26
1287,INS001287,208,Loan,182266394.72,USD,2018-01-29,2025-12-27
1288,INS001288,366,CP,49601023.16,USD,2020-05-20,2029-04-05
1289,INS001289,311,Loan,35788024.81,JPY,2020-07-07,2023-05-28
1290,INS001290,430,CP,190544236.85,CRC,2018-10-01,2025-07-05
1291,INS001291,254,CP,193975952.32,JPY,2020-02-16,2023-01-14
1292,INS001292,468,Bond,58722883.15,CRC,2021-10-22,2025-08-10
1293,INS001293,151,Bond,147867118.71,CRC,2019-06-27,2022-11-15
1294,INS001294,112,Bond,187147462.57,CRC,2023-03-06,2023-03-06
1295,INS001295,30,MTN,66381808.46,JPY,2019-12-30,2021-01-22
1296,INS001296,55,Loan,81011549.63,USD,2018-01-11,2022-12-13
1297,INS001297,52,Loan,17864012.09,EUR,2020-06-01,2026-12-07
1298,INS001298,211,Bond,31970449.71,JPY,2018-09-11,2025-02-27
1299,INS001299,116,CP,60557705.57,CRC,2020-08-21,2026-01-26
1300,INS001300,457,CP,22630303.58,CRC,2019-01-09,2026-01-14
1301,INS001301,337,Loan,28835005.87,CRC,2022-09-16,2028-08-19
1302,INS001302,3,Loan,23022462.98,JPY,2020-01-06,2028-12-18
1303,INS001303,21,MTN,149040873.4,USD,2018-10-01,2024-03-04
1304,INS001304,83,MTN,191980071.82,JPY,2021-09-26,2024-12-19
1305,INS001305,61,MTN,160164197.01,EUR,2020-05-12,2026-11-05
1306,INS001306,167,MTN,100869857.93,CRC,2022-03-19,2031-10-13
1307,INS001307,68,Bond,26098592.12,JPY,2018-08-13,2020-10-27
1308,INS001308,257,Loan,11355927.55,JPY,2018-01-28,2027-09-06
1309,INS001309,220,Bond,87431374.47,JPY,2023-06-23,2031-03-03
1310,INS001310,145,MTN,50301712.54,EUR,2020-09-22,2022-08-26
1311,INS001311,374,Loan,56946628.28,USD,2020-11-13,2023-12-18
1312,INS001312,443,Loan,133599759.14,CRC,2019-06-24,2028-05-03
1313,INS001313,102,Bond,140527845.85,XXX,2020-08-28,2029-07-30
1314,INS001314,97,Loan,46647454.25,EUR,2022-10-17,2022-10-17
1315,INS001315,206,Loan,185890567.97,CRC,2018-03-20,2022-04-14
1316,INS001316,10,Bond,173005672.02,CRC,2021-06-16,2024-09-10
1317,INS001317,209,Loan,45133272.01,CRC,2020-12-11,2025-05-19
1318,INS001318,246,MTN,129130757.94,JPY,2018-05-06,2025-01-22
1319,INS001319,57,CP,188656750.69,CRC,2019-07-06,2024-08-02
1320,INS001320,127,Loan,9136936.68,USD,2019-10-18,2021-04-29
1321,INS001321,339,Loan,57778077.03,JPY,2022-03-06,2026-10-13
1322,INS001322,466,MTN,37783160.61,CRC,2021-05-27,2021-05-27
1323,INS001323,187,Bond,20280556.97,USD,2019-11-16,2024-04-14
1324,INS001324,350,Loan,66911134.97,JPY,2021-02-04,2030-09-25
1325,INS001325,381,CP,48412191.77,JPY,2022-05-14,2029-12-20
1326,INS001326,108,Bond,177551566.16,EUR,2021-04-11,2026-08-01
1327,INS001327,323,Bond,9166748.02,EUR,2022-03-01,2029-11-29
1328,INS001328,99,Bond,15901040.63,XXX,2021-12-14,2027-12-13
1329,INS001329,155,Loan,107177953.34,EUR,2022-01-25,2028-05-20
1330,INS001330,23,MTN,110548640.72,JPY,2018-09-19,2021-11-12
1331,INS001331,457,CP,179087692.56,CRC,2022-12-02,2032-06-07
1332,INS001332,323,MTN,14473990.68,CRC,2022-01-09,2024-05-03
1333,INS001333,269,Bond,34220090.47,JPY,2023-03-23,2029-11-14
1334,INS001334,357,CP,10043599.93,USD,2023-06-05,2025-11-14
1335,INS001335,407,Loan,148402324.17,CRC,2023-06-15,2032-03-25
1336,INS001336,254,Bond,33938125.79,CRC,2021-11-03,2028-10-22
1337,INS001337,288,MTN,121836457.48,EUR,2022-05-16,2027-09-30
1338,INS001338,95,Loan,118830438.25,USD,2018-01-08,2020-10-24
1339,INS001339,451,MTN,101259735.18,JPY,2023-03-17,2033-01-26
1340,INS001340,156,CP,141942686.17,USD,2022-10-12,2026-04-01
1341,INS001341,88,Loan,59076815.78,EUR,2019-04-04,2020-10-06
1342,INS001342,483,Loan,54816536.24,USD,2022-12-15,2027-01-25
1343,INS001343,329,Bond,1278592.33,JPY,2019-05-25,2022-10-01
1344,INS001344,324,CP,17565985.08,XXX,2021-05-24,2026-07-13
1345,INS001345,370,CP,65602392.96,USD,2018-10-01,2024-04-29
1346,INS001346,321,CP,44636638.95,JPY,2022-07-30,2023-09-10
1347,INS001347,91,Bond,144797836.63,CRC,2019-06-09,2020-08-11
1348,INS001348,485,Loan,163552558.9,EUR,2021-09-01,2025-07-21
1349,INS001349,167,MTN,31972653.95,EUR,2019-07-05,2022-10-17
1350,INS001350,374,CP,30518503.71,CRC,2022-01-27,2027-12-09
1351,INS001351,48,MTN,37820576.51,EUR,2020-10-12,2023-10-25
1352,INS001352,97,Loan,129865290.07,USD,2021-03-12,2027-09-11
1353,INS001353,159,MTN,137785998.25,EUR,2018-11-30,2021-11-26
1354,INS001354,36,MTN,49805513.07,CRC,2018-10-21,2020-08-11
1355,INS001355,52,Loan,145626160.36,USD,2022-01-23,2028-12-19
1356,INS001356,309,MTN,5122467.18,USD,2018-07-24,2023-10-18
1357,INS001357,391,Bond,27303630.16,USD,2022-08-28,2030-11-18
1358,INS001358,138,Bond,158687686.44,USD,2018-10-20,2026-11-01
1359,INS001359,491,CP,170691322.53,USD,2022-06-10,2024-08-18
1360,INS001360,104,MTN,163277519.58,JPY,2018-10-13,2025-03-02
1361,INS001361,170,Loan,12119225.81,JPY,2020-09-07,2023-06-01
1362,INS001362,322,Bond,165160055.39,USD,2021-01-18,2023-06-06
1363,INS001363,279,MTN,29225170.26,EUR,2019-08-31,2021-10-24
1364,INS001364,13,MTN,30327925.52,JPY,2019-04-10,2025-01-22
1365,INS001365,999999,MTN,137666491.37,USD,2023-03-03,2031-11-04
1366,INS001366,252,Loan,21245514.68,JPY,2018-12-14,2021-03-09
1367,INS001367,183,CP,24551843.12,USD,2018-06-06,2026-05-01
1368,INS001368,459,Loan,36435487.58,JPY,2018-03-30,2026-01-08
1369,INS001369,308,MTN,30893787.11,JPY,2019-01-07,2027-08-20
1370,INS001370,320,CP,175205031.47,JPY,2022-08-02,2026-10-20
1371,INS001371,470,CP,186643484.99,USD,2020-10-19,2029-03-21
1372,INS001372,404,Loan,64730944.67,CRC,2018-01-05,2020-09-04
1373,INS001373,229,MTN,163115302.48,USD,2022-01-17,2031-12-24
1374,INS001374,296,CP,29788896.14,JPY,2020-05-25,2029-07-18
1375,INS001375,66,MTN,71169142.76,CRC,2019-01-08,2028-08-16
1376,INS001376,218,MTN,120746879.97,JPY,2020-09-12,2029-06-22
1377,INS001377,71,Loan,77253856.98,CRC,2022-07-01,2030-10-30
1378,INS001378,276,Loan,77540823.43,CRC,2020-12-29,2027-07-08
1379,INS001379,270,Loan,140915569.35,EUR,2021-03-29,2030-12-12
1380,INS001380,186,Bond,73117290.02,CRC,2018-01-06,2021-04-17
1381,INS001381,491,Bond,182361023.65,JPY,2018-10-01,2020-12-25
1382,INS001382,435,Loan,59644760.34,EUR,2022-10-06,2032-06-29
1383,INS001383,428,MTN,49256984.29,EUR,2022-10-14,2029-12-19
1384,INS001384,29,Bond,192448345.09,EUR,2022-03-10,2024-09-24
1385,INS001385,194,MTN,74965162.02,USD,2022-02-10,2023-05-28
1386,INS001386,340,MTN,167650001.71,EUR,2021-04-06,2023-02-02
1387,INS001387,16,Loan,16719665.21,USD,2018-10-28,2023-12-02
1388,INS001388,999999,Loan,153318123.07,CRC,2021-03-11,2026-11-10
1389,INS001389,381,CP,94566715.62,JPY,2018-10-14,2028-03-04
1390,INS001390,228,Bond,58067045.04,EUR,2022-05-20,2030-08-12
1391,INS001391,31,Bond,121230546.17,EUR,2022-12-10,2031-02-22
1392,INS001392,258,MTN,166703338.79,CRC,2018-11-25,2020-01-08
1393,INS001393,284,CP,142161210.26,CRC,2021-12-27,2025-11-17
1394,INS001394,477,Bond,104778707.91,EUR,2018-11-18,2022-12-05
1395,INS001395,381,Bond,44562376.18,EUR,2019-03-10,2024-09-04
1396,INS001396,422,Bond,163495208.28,CRC,2022-03-08,2029-06-14
1397,INS001397,245,MTN,165623482.28,EUR,2019-10-04,2028-01-28
1398,INS001398,28,MTN,39751387.27,USD,2022-07-04,2027-09-02
1399,INS001399,54,CP,6581723.11,JPY,2018-06-09,2023-07-03
1400,INS001400,84,Bond,43170079.41,USD,2021-01-14,2023-03-26
1401,INS001401,388,Loan,110786584.06,USD,2023-02-07,2027-07-27
1402,INS001402,124,Bond,113184125.08,CRC,2019-07-06,2021-06-18
1403,INS001403,24,Bond,188758319.14,USD,2018-04-09,2022-10-18
1404,INS001404,183,MTN,100543000.55,JPY,2022-03-20,2026-05-19
1405,INS001405,385,CP,194796297.85,USD,2020-03-11,2029-04-30
1406,INS001406,999999,Bond,100933246.45,EUR,2020-04-14,2029-08-06
1407,INS001407,13,MTN,95913653.77,USD,2021-04-17,2031-03-21
1408,INS001408,149,MTN,16671819.05,USD,2018-11-27,2021-08-08
1409,INS001409,488,Loan,161687730.74,EUR,2022-01-11,2025-08-16
1410,INS001410,394,CP,90048561.31,EUR,2022-01-11,2024-10-31
1411,INS001411,174,MTN,8962567.64,CRC,2019-08-19,2024-09-01
1412,INS001412,123,Bond,191645114.68,CRC,2019-03-04,2027-01-06
1413,INS001413,50,Loan,153497145.57,JPY,2022-07-07,2023-09-06
1414,INS001414,281,Bond,100283539.87,CRC,2022-11-12,2032-10-21
1415,INS001415,161,Loan,14564206.13,JPY,2018-12-14,2023-04-07
1416,INS001416,181,Loan,142420351.35,CRC,2018-07-02,2020-04-18
1417,INS001417,133,MTN,130408124.53,EUR,2020-08-27,2024-07-10
1418,INS001418,482,MTN,8878935.62,JPY,2018-09-11,2026-01-26
1419,INS001419,206,Loan,88724707.9,JPY,2020-04-17,2028-03-29
1420,INS001420,192,MTN,101682543.57,JPY,2018-06-20,2027-02-12
1421,INS001421,450,Bond,124502131.04,USD,2022-11-29,2031-07-25
1422,INS001422,380,Bond,31757884.52,USD,2022-06-08,2026-03-06
1423,INS001423,149,MTN,170912008.95,EUR,2020-02-09,2022-11-18
1424,INS001424,199,Bond,70438654.43,CRC,2022-11-26,2029-01-31
1425,INS001425,329,Bond,18078686.72,USD,2020-12-31,2027-03-19
1426,INS001426,470,MTN,40694728.97,JPY,2023-05-20,2028-10-30
1427,INS001427,34,MTN,43314402.23,CRC,2019-10-12,2024-08-13
1428,INS001428,59,Bond,109471163.12,CRC,2019-07-25,2025-08-28
1429,INS001429,75,CP,114073107.68,CRC,2021-08-04,2024-12-25
1430,INS001430,32,MTN,195733603.93,EUR,2023-04-02,2028-04-20
1431,INS001431,28,MTN,54699773.92,EUR,2019-03-10,2020-06-10
1432,INS001432,43,CP,81608627.54,JPY,2018-10-18,2020-07-27
1433,INS001433,448,MTN,105430810.66,XXX,2021-12-29,2028-01-21
1434,INS001434,95,Bond,179096361.01,CRC,2022-08-28,2024-04-04
1435,INS001435,176,CP,33742122.98,JPY,2023-05-27,2032-11-05
1436,INS001436,483,MTN,107565751.88,EUR,2020-05-08,2026-10-01
1437,INS001437,495,CP,182606965.76,CRC,2021-11-27,2027-10-21
1438,INS001438,422,Loan,16483933.95,EUR,2018-01-21,2025-05-06
1439,INS001439,166,CP,3823168.88,CRC,2021-09-22,2030-12-16
1440,INS001440,479,CP,23607768.34,CRC,2018-10-30,2025-06-05
1441,INS001441,135,Bond,197659482.64,EUR,2020-12-02,2030-01-07
1442,INS001442,325,Bond,8260708.36,EUR,2020-07-09,2028-09-07
1443,INS001443,216,Loan,120587728.55,EUR,2021-11-27,2029-01-10
1444,INS001444,179,Bond,74681026.61,JPY,2019-03-06,2022-04-26
1445,INS001445,9,Bond,140164112.07,CRC,2019-09-11,2024-02-19
1446,INS001446,212,CP,165808986.22,CRC,2020-04-20,2025-03-30
1447,INS001447,268,CP,23562619.89,EUR,2023-06-18,2033-01-14
1448,INS001448,235,Loan,110997960.85,EUR,2020-05-27,2025-08-02
1449,INS001449,278,CP,169173230.11,CRC,2020-06-11,2025-09-20
1450,INS001450,325,Bond,199077281.02,USD,2019-08-04,2028-06-17
1451,INS001451,46,MTN,21631385.12,USD,2021-08-23,2022-10-29
1452,INS001452,325,Bond,133874316.88,CRC,2020-06-28,2027-02-18
1453,INS001453,109,MTN,110765994.55,USD,2019-04-02,2028-12-17
1454,INS001454,101,Bond,70772122.96,CRC,2022-10-20,2029-01-24
1455,INS001455,212,MTN,2513421.86,JPY,2023-02-03,2031-04-28
1456,INS001456,401,CP,54254219.03,JPY,2019-04-04,2025-12-11
1457,INS001457,158,MTN,134986861.58,USD,2022-09-14,2032-08-13
1458,INS001458,461,Bond,4090482.91,EUR,2023-02-05,2028-09-29
1459,INS001459,405,CP,67682897.69,CRC,2020-02-06,2026-12-01
1460,INS001460,124,Loan,123637315.46,CRC,2021-02-12,2026-07-04
1461,INS001461,425,MTN,26645222.42,CRC,2018-04-16,2028-04-10
1462,INS001462,373,CP,103938138.53,CRC,2018-12-22,2024-06-29
1463,INS001463,119,Loan,101347152.27,CRC,2018-07-23,2027-07-09
1464,INS001464,432,CP,167630237.72,EUR,2022-04-10,2030-04-22
1465,INS001465,486,Bond,19559815.99,CRC,2019-10-23,2023-02-03
1466,INS001466,6,Loan,6535848.51,USD,2021-07-11,2031-02-28
1467,INS001467,293,Loan,196699424.09,JPY,2020-02-23,2021-06-05
1468,INS001468,96,Loan,60087578.76,EUR,2019-05-06,2027-08-29
1469,INS001469,372,MTN,154307925.49,XXX,2022-05-17,2032-03-09
1470,INS001470,141,Bond,128038927.39,USD,2018-06-19,2021-01-27
1471,INS001471,57,Bond,22308254.03,JPY,2020-07-29,2020-07-29
1472,INS001472,135,Bond,16398904.23,JPY,2023-01-07,2026-01-15
1473,INS001473,468,MTN,21033672.22,USD,2022-09-13,2026-01-11
1474,INS001474,212,Bond,42848898.6,CRC,2018-05-31,2024-11-12
1475,INS001475,193,MTN,161901261.98,EUR,2022-12-28,2027-07-04
1476,INS001476,153,Bond,24324220.77,JPY,2018-01-21,2021-01-21
1477,INS001477,178,Bond,32519265.4,JPY,2020-09-18,2028-08-06
1478,INS001478,475,Bond,107654881.33,EUR,2018-09-07,2021-11-04
1479,INS001479,111,Bond,179815902.03,USD,2022-11-11,2027-12-14
1480,INS001480,168,Bond,145821035.9,EUR,2018-10-11,2022-03-29
1481,INS001481,138,Loan,190692642.83,JPY,2019-07-15,2025-12-07
1482,INS001482,363,CP,93941705.87,CRC,2021-02-03,2029-05-27
1483,INS001483,224,Loan,50768536.54,EUR,2020-11-15,2026-05-11
1484,INS001484,352,CP,192412388.52,USD,2022-09-29,2031-10-15
1485,INS001485,299,CP,33964969.98,EUR,2022-06-13,2032-01-16
1486,INS001486,489,MTN,176688609.36,CRC,2022-01-18,2028-07-08
1487,INS001487,306,CP,124959281.5,CRC,2022-03-11,2026-03-27
1488,INS001488,220,CP,75418136.87,USD,2019-02-14,2026-06-25
1489,INS001489,231,CP,117786979.33,XXX,2018-12-09,2018-12-09
1490,INS001490,310,CP,80263026.94,USD,2022-08-21,2030-11-14
1491,INS001491,93,MTN,158388378.11,JPY,2022-07-15,2027-02-25
1492,INS001492,126,CP,75020892.59,JPY,2018-05-29,2021-10-26
1493,INS001493,63,Bond,143643721.75,EUR,2018-01-20,2022-08-16
1494,INS001494,239,CP,179850050.81,USD,2021-03-08,2031-02-06
1495,INS001495,198,Loan,105925209.93,USD,2019-08-04,2027-05-03
1496,INS001496,288,Bond,115215731.09,CRC,2019-07-24,2028-08-03
1497,INS001497,350,CP,162865500.4,EUR,2022-03-29,2028-02-13
1498,INS001498,101,MTN,10311576.96,JPY,2018-04-12,2024-10-25
1499,INS001499,216,MTN,35056806.08,JPY,2018-09-02,2021-01-22
1500,INS001500,303,Bond,57722345.92,USD,2020-02-24,2023-10-19
1501,INS001501,467,Loan,168486929.9,CRC,2020-08-03,2024-10-10
1502,INS001502,19,Bond,68140583.9,USD,2023-01-09,2030-01-02
1503,INS001503,36,MTN,144927480.25,JPY,2020-08-20,2022-09-13
1504,INS001504,163,MTN,16873674.58,JPY,2022-03-24,2027-02-07
1505,INS001505,253,MTN,60390319.05,CRC,2021-06-08,2022-12-17
1506,INS001506,999999,Bond,168772053.01,USD,2022-10-05,2030-12-12
1507,INS001507,15,Bond,28608150.26,JPY,2019-04-04,2020-10-15
1508,INS001508,442,MTN,46041910.0,USD,2021-11-09,2030-12-23
1509,INS001509,98,Bond,186887960.85,USD,2022-01-22,2027-03-12
1510,INS001510,133,Bond,23049915.81,JPY,2022-12-15,2032-10-03
