rating_id,entity_type,entity_id,rating_code,rating_date,agency,action_type
4908,Instrument,224,AA-,2020-09-06,Fitch,Initial
4909,Instrument,494,CC,2019-02-13,S&P,Downgrade
4910,Instrument,251,AA+,2022-02-14,S&P,Downgrade
4911,Instrument,782,BB+,2019-04-06,Moody’s,Upgrade
4912,Instrument,154,BBB,2023-03-10,S&P,Upgrade
4913,Issuer,1012,AAA,2021-12-21,Fitch,Initial
4914,Instrument,133,BB+,2023-08-05,S&P,Review
4915,Instrument,1348,B+,2023-04-28,S&P,Downgrade
4916,Instrument,1941,B,2019-03-30,Moody’s,Review
4917,Instrument,372,C,2022-09-24,Fitch,Initial
4918,Instrument,465,AAA,2021-06-30,Moody’s,Initial
4919,Instrument,91,B+,2021-12-31,S&P,Upgrade
4920,Issuer,296,B-,2019-11-12,Fitch,Review
4921,Instrument,378,AA-,2022-10-31,S&P,Upgrade
4922,Instrument,236,AA,2020-10-22,S&P,Initial
4923,Instrument,42,B,2020-12-13,S&P,Initial
4924,Issuer,1869,B-,2022-02-07,Moody’s,Review
4925,Instrument,743,B,2021-06-13,S&P,Downgrade
4926,Instrument,24,B+,2021-05-26,Moody’s,Review
4927,Issuer,327,A,2022-02-07,S&P,Upgrade
4928,Issuer,6,C,2023-06-18,S&P,Initial
4929,Instrument,488,A,2023-03-07,Moody’s,Downgrade
4930,Issuer,489,B,2020-07-28,Fitch,Initial
4931,Issuer,395,AA+,2020-12-08,Fitch,Upgrade
4932,Instrument,1287,BB-,2022-04-25,Fitch,Initial
4933,Issuer,397,A,2020-12-01,Moody’s,Review
4934,Issuer,850,AA-,2023-03-02,S&P,Initial
4935,Issuer,422,AA+,2023-06-11,S&P,Downgrade
4936,Issuer,1506,BB-,2023-01-11,S&P,Downgrade
4937,Issuer,191,BB+,2022-06-21,Moody’s,Initial
4938,Instrument,225,BB-,2023-03-23,S&P,Downgrade
4939,Instrument,294,BB-,2023-11-29,Moody’s,Downgrade
4940,Issuer,28,A+,2023-05-18,Moody’s,Review
4941,Instrument,386,A+,2023-07-16,S&P,Review
4942,Issuer,142,BB,2019-04-05,Fitch,Initial
4943,Instrument,38,D,2021-06-18,Fitch,Downgrade
4944,Issuer,1856,CC,2021-10-16,S&P,Review
4945,Instrument,1546,AA+,2019-04-15,Fitch,Initial
4946,Instrument,277,BBB-,2021-11-21,Moody’s,Review
4947,Issuer,1550,AAA,2020-07-20,Moody’s,Initial
4948,Issuer,642,B+,2019-01-03,Fitch,Downgrade
4949,Issuer,290,BBB+,2021-08-21,Moody’s,Initial
4950,Instrument,453,D,2019-04-15,Fitch,Upgrade
4951,Issuer,241,AAA,2019-09-17,Moody’s,Initial
4952,Issuer,872,BBB,2021-01-24,S&P,Review
4953,Issuer,1573,AA+,2020-10-18,Fitch,Initial
4954,Issuer,1118,BB+,2021-10-02,Moody’s,Upgrade
4955,Instrument,278,CCC,2023-05-06,S&P,Upgrade
4956,Issuer,13,BB-,2019-11-24,Fitch,Review
4957,Instrument,911,A,2020-12-06,Moody’s,Review
4958,Issuer,356,A+,2022-01-03,Moody’s,Initial
4959,Instrument,1840,AA+,2019-08-28,S&P,Upgrade
4960,Issuer,42,AA,2023-06-29,Moody’s,Downgrade
4961,Instrument,186,AA-,2020-03-02,Fitch,Initial
4962,Instrument,13,BB,2023-03-14,S&P,Upgrade
4963,Issuer,496,AAA,2021-10-05,Moody’s,Initial
4964,Instrument,766,AA,2020-11-09,Moody’s,Review
4965,Issuer,316,B-,2021-04-13,Fitch,Review
4966,Instrument,1830,C,2020-06-27,Moody’s,Review
4967,Instrument,416,AA+,2022-03-07,S&P,Upgrade
4968,Issuer,1235,AA+,2021-02-07,S&P,Upgrade
4969,Instrument,416,AA+,2021-06-17,S&P,Review
4970,Instrument,1736,AA-,2020-02-21,Moody’s,Review
4971,Instrument,281,BB+,2022-01-01,S&P,Review
4972,Instrument,148,A-,2021-06-01,Moody’s,Review
4973,Instrument,355,A-,2019-06-22,Fitch,Upgrade
4974,Instrument,1221,BBB,2021-02-02,Moody’s,Initial
4975,Instrument,279,C,2020-10-16,S&P,Upgrade
4976,Instrument,1618,AA-,2021-12-29,Moody’s,Downgrade
4977,Instrument,492,AA+,2019-09-21,S&P,Initial
4978,Instrument,423,A-,2020-05-07,S&P,Review
4979,Issuer,792,AAA,2023-04-23,S&P,Upgrade
4980,Issuer,1462,A+,2021-10-12,S&P,Upgrade
4981,Issuer,159,BBB+,2023-05-06,Fitch,Downgrade
4982,Instrument,156,B,2019-03-24,Moody’s,Review
4983,Instrument,83,B,2020-10-06,Moody’s,Downgrade
4984,Instrument,258,AAA,2020-12-31,S&P,Downgrade
4985,Issuer,1727,CC,2023-05-06,Fitch,Review
4986,Issuer,438,AA+,2022-03-01,Moody’s,Initial
4987,Issuer,1190,CC,2019-12-14,Moody’s,Downgrade
4988,Instrument,352,B,2021-01-11,S&P,Downgrade
4989,Issuer,289,CCC,2022-09-14,Fitch,Downgrade
4990,Issuer,271,A,2021-11-01,Fitch,Initial
4991,Instrument,1176,BB-,2019-01-24,S&P,Downgrade
4992,Instrument,1033,CCC,2019-05-10,S&P,Downgrade
4993,Issuer,444,A,2021-01-26,S&P,Upgrade
4994,Instrument,476,AAA,2021-05-14,Fitch,Initial
4995,Instrument,322,BBB-,2019-07-26,Fitch,Downgrade
4996,Instrument,64,AA+,2022-02-15,S&P,Review
4997,Instrument,9,D,2022-01-23,Moody’s,Upgrade
4998,Instrument,934,CC,2022-03-20,S&P,Upgrade
4999,Issuer,214,BB+,2022-01-09,Moody’s,Downgrade
5000,Issuer,94,AA-,2020-03-19,S&P,Initial
5001,Instrument,1532,B+,2020-09-01,S&P,Upgrade
5002,Instrument,622,BBB+,2022-08-04,S&P,Downgrade
5003,Issuer,434,B,2021-12-09,S&P,Upgrade
5004,Issuer,888888,B+,2023-02-14,Fitch,Downgrade
5005,Issuer,459,AA,2020-11-14,Moody’s,Downgrade
5006,Issuer,376,B,2020-02-15,Fitch,Initial
5007,Instrument,1993,AA-,2023-09-18,Moody’s,Upgrade
5008,Instrument,554,B-,2022-05-01,Fitch,Upgrade
5009,Instrument,428,AA-,2021-10-14,Fitch,Review
5010,Instrument,414,AA+,2020-12-21,Fitch,Downgrade
5011,Instrument,17,CCC,2020-09-24,S&P,Downgrade
5012,Instrument,822,BBB,2019-01-28,S&P,Upgrade
5013,Instrument,209,BB-,2019-10-12,S&P,Downgrade
5014,Instrument,703,A+,2020-10-09,Moody’s,Upgrade
5015,Issuer,288,B+,2021-04-03,Moody’s,Review
5016,Issuer,113,B,2019-11-28,S&P,Downgrade
5017,Instrument,90,B+,2022-09-26,S&P,Initial
5018,Instrument,533,AA-,2020-04-11,Fitch,Review
5019,Instrument,1901,BBB+,2022-02-14,Moody’s,Review
5020,Issuer,1646,A-,2023-09-05,Fitch,Downgrade
5021,Issuer,332,BBB,2021-05-16,Fitch,Downgrade
5022,Issuer,1830,B+,2019-06-27,S&P,Review
5023,Instrument,255,BBB,2022-08-06,Fitch,Initial
5024,Instrument,334,AA,2022-12-16,Moody’s,Review
5025,Instrument,119,BB,2019-01-09,Fitch,Downgrade
5026,Issuer,40,A+,2023-08-11,Moody’s,Downgrade
5027,Instrument,1304,AA+,2022-04-14,Moody’s,Initial
5028,Instrument,75,C,2023-10-22,S&P,Initial
5029,Issuer,881,BB-,2020-12-29,Fitch,Upgrade
5030,Instrument,160,BBB+,2019-03-21,S&P,Initial
5031,Instrument,1781,BBB,2023-10-16,Moody’s,Review
5032,Instrument,888888,A,2023-07-06,S&P,Upgrade
5033,Issuer,268,BB+,2022-09-24,Fitch,Downgrade
5034,Issuer,397,A-,2019-11-20,S&P,Downgrade
5035,Instrument,397,BB-,2022-03-12,S&P,Initial
5036,Instrument,273,BB-,2023-03-19,S&P,Initial
5037,Instrument,343,BBB,2019-01-02,Fitch,Review
5038,Instrument,12,B+,2020-07-06,S&P,Review
5039,Instrument,1860,BBB,2020-05-17,Moody’s,Upgrade
5040,Instrument,470,B+,2022-10-11,Fitch,Upgrade
5041,Issuer,1994,A-,2020-08-05,Moody’s,Downgrade
5042,Instrument,211,AAA,2019-11-18,Fitch,Upgrade
5043,Instrument,430,CC,2022-01-05,Fitch,Downgrade
5044,Instrument,328,CC,2021-10-07,Moody’s,Review
5045,Issuer,36,BB,2020-10-23,S&P,Review
5046,Issuer,442,ZZZ,2021-03-28,Moody’s,Review
5047,Issuer,505,A+,2022-05-20,Moody’s,Downgrade
5048,Instrument,397,BBB-,2020-04-10,S&P,Review
5049,Instrument,234,CCC,2021-05-27,Moody’s,Upgrade
5050,Issuer,439,B-,2021-07-19,S&P,Upgrade
5051,Instrument,1871,D,2021-09-11,S&P,Review
5052,Instrument,408,AAA,2021-04-19,Moody’s,Initial
5053,Issuer,294,B,2022-02-18,Moody’s,Upgrade
5054,Issuer,339,C,2027-02-07,S&P,Initial
5055,Instrument,269,AA-,2019-09-21,Fitch,Review
5056,Instrument,179,D,2021-08-20,S&P,Review
5057,Instrument,147,AAA,2020-12-02,Fitch,Upgrade
5058,Instrument,1164,AA,2021-01-10,Fitch,Upgrade
5059,Issuer,180,BB-,2020-12-18,S&P,Review
5060,Issuer,471,BBB,2020-07-17,S&P,Downgrade
5061,Issuer,42,B+,2023-10-14,Fitch,Review
5062,Issuer,491,C,2020-11-04,Fitch,Upgrade
5063,Issuer,231,CC,2023-03-16,Fitch,Upgrade
5064,Instrument,1521,B-,2020-03-04,Fitch,Initial
5065,Issuer,151,AA-,2023-06-15,S&P,Review
5066,Instrument,78,AA-,2022-09-13,Fitch,Initial
5067,Instrument,394,B-,2022-02-07,Fitch,Review
5068,Instrument,934,AA+,2021-09-25,S&P,Upgrade
5069,Issuer,319,BB,2022-08-14,Fitch,Initial
5070,Instrument,789,A-,2020-01-15,Moody’s,Downgrade
5071,Issuer,1462,A-,2019-09-24,Moody’s,Upgrade
5072,Instrument,491,B-,2022-05-26,Fitch,Initial
5073,Instrument,83,B-,2021-11-17,Fitch,Review
5074,Instrument,1060,ZZZ,2021-10-10,Fitch,Upgrade
5075,Issuer,1335,A-,2022-06-24,Fitch,Downgrade
5076,Issuer,413,AA-,2023-07-19,Fitch,Upgrade
5077,Instrument,56,C,2022-01-21,Fitch,Review
5078,Instrument,368,C,2019-11-11,Fitch,Review
5079,Instrument,1521,D,2019-02-06,S&P,Downgrade
5080,Instrument,309,C,2020-10-04,S&P,Downgrade
5081,Instrument,411,CC,2023-08-30,Fitch,Downgrade
5082,Issuer,170,BBB+,2020-01-31,S&P,Initial
5083,Instrument,1586,BBB+,2019-05-26,Fitch,Review
5084,Instrument,675,BB-,2019-05-11,Fitch,Downgrade
5085,Issuer,778,BB,2022-07-15,S&P,Review
5086,Issuer,1643,AAA,2023-05-29,S&P,Review
5087,Instrument,631,D,2023-04-29,Fitch,Upgrade
5088,Instrument,3,BB,2019-09-05,Fitch,Review
5089,Instrument,460,AA+,2023-11-27,Fitch,Downgrade
5090,Issuer,359,AAA,2027-02-07,S&P,Downgrade
5091,Instrument,427,A,2023-02-04,Fitch,Downgrade
5092,Issuer,1896,B-,2020-08-10,Fitch,Downgrade
5093,Issuer,467,CCC,2022-10-17,Fitch,Downgrade
5094,Instrument,40,BB,2019-12-01,Fitch,Upgrade
5095,Issuer,275,AAA,2021-06-29,Moody’s,Downgrade
5096,Issuer,636,BBB-,2020-05-29,Fitch,Upgrade
5097,Issuer,1157,BB-,2022-09-13,Moody’s,Upgrade
5098,Instrument,135,A-,2022-02-06,Moody’s,Initial
5099,Issuer,915,AA,2023-09-25,Moody’s,Downgrade
5100,Issuer,848,CCC,2020-11-09,S&P,Downgrade
5101,Issuer,57,CC,2019-11-16,Moody’s,Initial
5102,Issuer,1921,A-,2019-07-03,Fitch,Downgrade
5103,Instrument,10,B-,2020-12-28,Fitch,Initial
5104,Instrument,380,BB,2021-04-28,Moody’s,Initial
5105,Instrument,1492,B,2022-11-06,Moody’s,Initial
5106,Issuer,888888,BBB,2020-04-25,Moody’s,Initial
5107,Issuer,95,BB-,2022-09-01,Moody’s,Upgrade
5108,Instrument,156,B,2021-01-28,Moody’s,Downgrade
5109,Instrument,1808,A-,2023-01-25,S&P,Downgrade
5110,Instrument,172,AA+,2020-11-22,S&P,Downgrade
5111,Instrument,1623,A+,2020-05-09,S&P,Initial
5112,Instrument,873,A,2019-08-29,Moody’s,Downgrade
5113,Issuer,1716,ZZZ,2023-09-12,Moody’s,Upgrade
5114,Issuer,1838,B,2020-03-26,S&P,Upgrade
5115,Issuer,1790,BBB-,2019-12-04,Fitch,Initial
5116,Instrument,144,B+,2019-11-02,Fitch,Review
5117,Issuer,1645,BB-,2019-08-17,Moody’s,Initial
5118,Instrument,432,AA+,2021-06-03,Moody’s,Initial
5119,Instrument,452,B+,2023-10-02,Moody’s,Initial
5120,Instrument,552,AA-,2019-09-02,Moody’s,Downgrade
5121,Instrument,1382,A-,2019-08-01,Fitch,Upgrade
5122,Instrument,291,D,2021-03-04,Fitch,Initial
5123,Instrument,216,AA,2023-11-03,S&P,Review
5124,Issuer,343,B-,2022-01-13,Fitch,Upgrade
5125,Instrument,289,CC,2021-11-07,Fitch,Review
5126,Instrument,933,BB,2022-06-27,Moody’s,Downgrade
5127,Instrument,916,BBB,2021-10-25,S&P,Review
5128,Issuer,1936,AA+,2022-03-13,Fitch,Downgrade
5129,Issuer,528,B-,2023-07-26,Moody’s,Upgrade
5130,Issuer,100,A-,2021-02-26,Moody’s,Review
5131,Issuer,168,BB-,2021-07-02,Fitch,Initial
5132,Instrument,82,CC,2027-02-07,Moody’s,Downgrade
5133,Instrument,1316,AA-,2022-08-05,S&P,Downgrade
5134,Issuer,167,AA+,2022-03-09,Moody’s,Review
5135,Issuer,766,C,2021-04-16,Fitch,Review
5136,Instrument,176,BBB+,2019-08-30,Fitch,Initial
5137,Instrument,373,AA,2022-12-23,S&P,Downgrade
5138,Issuer,463,B,2022-05-01,S&P,Upgrade
5139,Instrument,577,D,2020-06-20,S&P,Upgrade
5140,Issuer,310,BBB+,2022-06-16,Moody’s,Review
5141,Instrument,1816,AA,2023-11-08,Fitch,Initial
5142,Issuer,432,CC,2022-05-06,S&P,Initial
5143,Instrument,103,B+,2023-08-21,Fitch,Initial
5144,Instrument,42,B+,2022-08-01,Moody’s,Downgrade
5145,Issuer,389,B,2022-11-03,S&P,Upgrade
5146,Issuer,839,B-,2019-04-13,Fitch,Initial
5147,Instrument,1524,BB,2022-02-09,S&P,Upgrade
5148,Issuer,332,B-,2021-09-19,Fitch,Upgrade
5149,Instrument,4,AA+,2020-04-17,S&P,Review
5150,Issuer,383,CCC,2023-11-07,Moody’s,Initial
5151,Instrument,286,D,2021-06-10,S&P,Review
5152,Instrument,1298,B,2021-05-08,Moody’s,Initial
5153,Instrument,1727,BB,2023-11-05,Fitch,Review
5154,Issuer,155,D,2022-03-18,S&P,Initial
5155,Issuer,441,BB-,2020-04-20,S&P,Upgrade
5156,Issuer,908,B-,2022-11-29,Moody’s,Initial
5157,Instrument,1742,A,2021-05-15,Fitch,Review
5158,Issuer,1523,BB,2023-02-27,Moody’s,Upgrade
5159,Issuer,525,CC,2023-06-02,S&P,Initial
5160,Issuer,9,AA-,2019-09-05,Moody’s,Upgrade
5161,Instrument,142,AA-,2022-10-08,Moody’s,Initial
5162,Issuer,1563,BB,2021-01-24,S&P,Review
5163,Issuer,8,CCC,2023-04-02,S&P,Downgrade
5164,Issuer,164,A,2023-07-29,Moody’s,Review
5165,Issuer,121,BBB,2022-12-01,S&P,Initial
5166,Issuer,1634,B-,2023-06-10,Fitch,Downgrade
5167,Instrument,340,CC,2019-01-14,Moody’s,Review
5168,Issuer,7,B+,2022-12-23,Moody’s,Upgrade
5169,Instrument,91,BBB-,2023-05-21,Fitch,Review
5170,Instrument,440,ZZZ,2019-11-23,Fitch,Downgrade
5171,Issuer,178,CCC,2021-06-21,Fitch,Review
5172,Issuer,1535,B,2019-02-17,Moody’s,Review
5173,Instrument,1950,B,2023-01-22,S&P,Downgrade
5174,Issuer,753,BB,2022-01-07,S&P,Review
5175,Instrument,104,AA,2021-04-17,Moody’s,Upgrade
5176,Issuer,190,A-,2023-10-08,S&P,Downgrade
5177,Issuer,888888,BBB-,2023-04-20,S&P,Upgrade
5178,Instrument,173,BB-,2027-02-07,Fitch,Downgrade
5179,Issuer,184,BBB+,2021-06-19,Fitch,Downgrade
5180,Issuer,1765,BB+,2020-05-23,Fitch,Review
5181,Issuer,1443,A+,2022-09-02,S&P,Downgrade
5182,Instrument,383,BB,2023-09-27,S&P,Downgrade
5183,Instrument,888888,BB+,2019-08-22,S&P,Upgrade
5184,Instrument,87,A+,2019-01-25,Fitch,Review
5185,Instrument,1703,BBB,2022-10-17,Moody’s,Review
5186,Instrument,266,AA+,2021-07-05,S&P,Downgrade
5187,Issuer,886,C,2022-04-28,Fitch,Review
5188,Instrument,19,BB-,2022-09-09,Fitch,Review
5189,Issuer,145,BB-,2019-10-26,Fitch,Downgrade
5190,Issuer,95,B-,2021-11-04,Moody’s,Downgrade
5191,Issuer,503,B+,2022-08-26,S&P,Initial
5192,Instrument,171,B+,2019-12-27,Moody’s,Initial
5193,Instrument,151,A+,2020-03-14,Moody’s,Review
5194,Issuer,1932,CC,2021-11-19,Fitch,Downgrade
5195,Issuer,188,AAA,2021-07-31,S&P,Upgrade
5196,Issuer,419,BB-,2019-02-22,S&P,Downgrade
5197,Issuer,684,CC,2022-09-18,Fitch,Upgrade
5198,Instrument,558,A-,2023-07-01,Moody’s,Review
5199,Issuer,356,B+,2023-10-25,Fitch,Downgrade
5200,Instrument,436,CC,2023-05-20,S&P,Initial
5201,Issuer,1033,AA+,2023-06-29,Moody’s,Review
5202,Instrument,96,C,2021-08-18,Fitch,Downgrade
5203,Instrument,770,CCC,2023-01-06,Moody’s,Review
5204,Issuer,1139,AA+,2019-05-15,Fitch,Downgrade
5205,Instrument,307,AA,2023-01-01,Fitch,Review
5206,Issuer,494,BB-,2020-12-31,Fitch,Downgrade
5207,Instrument,112,AA+,2019-09-26,Fitch,Review
5208,Issuer,251,ZZZ,2019-08-21,Moody’s,Initial
5209,Instrument,126,A+,2021-10-08,Moody’s,Initial
5210,Issuer,888888,A,2019-02-19,Moody’s,Review
5211,Issuer,239,BB-,2020-12-05,S&P,Downgrade
5212,Issuer,184,CC,2022-03-06,S&P,Initial
5213,Instrument,479,AA+,2019-02-08,S&P,Downgrade
5214,Issuer,132,BBB+,2021-03-23,Fitch,Review
5215,Issuer,334,AAA,2019-06-03,S&P,Downgrade
5216,Issuer,436,ZZZ,2022-08-29,Fitch,Initial
5217,Instrument,444,BBB,2021-03-05,Fitch,Downgrade
5218,Issuer,484,BB-,2019-03-15,Moody’s,Downgrade
5219,Issuer,321,AA+,2022-07-19,Fitch,Upgrade
5220,Instrument,366,C,2022-02-03,S&P,Downgrade
5221,Issuer,1818,BB,2020-04-13,S&P,Review
5222,Instrument,489,BB-,2022-12-25,S&P,Downgrade
5223,Issuer,35,AA+,2020-10-01,Fitch,Upgrade
5224,Instrument,994,BBB+,2019-03-14,Moody’s,Initial
5225,Instrument,114,A+,2019-03-02,Fitch,Downgrade
5226,Instrument,443,C,2023-09-06,S&P,Upgrade
5227,Issuer,48,A-,2020-11-23,Fitch,Downgrade
5228,Instrument,122,C,2019-04-13,S&P,Downgrade
5229,Issuer,1060,BB,2021-09-11,Moody’s,Review
5230,Issuer,1205,BB+,2023-11-25,Fitch,Initial
5231,Issuer,283,BBB-,2019-07-28,Moody’s,Review
5232,Instrument,23,AA,2022-12-31,Moody’s,Downgrade
5233,Issuer,549,BB-,2021-01-12,S&P,Initial
5234,Issuer,1574,BB,2023-11-12,Moody’s,Upgrade
5235,Instrument,589,A,2019-05-01,S&P,Initial
5236,Issuer,87,AAA,2019-07-14,Moody’s,Upgrade
5237,Issuer,1122,D,2019-01-15,Moody’s,Initial
5238,Issuer,1569,BB,2019-03-08,Moody’s,Upgrade
5239,Issuer,1522,C,2019-11-27,Moody’s,Downgrade
5240,Instrument,1644,AAA,2020-07-28,Moody’s,Initial
5241,Instrument,1356,A+,2022-10-11,Fitch,Upgrade
5242,Issuer,888888,B+,2020-12-09,Moody’s,Downgrade
5243,Issuer,455,AAA,2020-06-10,Fitch,Downgrade
5244,Issuer,1697,BBB+,2021-02-24,Fitch,Upgrade
5245,Issuer,193,BBB-,2019-07-01,Moody’s,Upgrade
5246,Issuer,1456,B-,2019-08-24,Fitch,Downgrade
5247,Instrument,33,BBB-,2021-01-14,Fitch,Upgrade
5248,Instrument,287,AA+,2019-04-12,S&P,Initial
5249,Instrument,717,BBB-,2021-08-21,S&P,Upgrade
5250,Instrument,521,A+,2023-07-20,Moody’s,Review
5251,Instrument,323,AA,2019-03-19,Fitch,Initial
5252,Issuer,888888,CCC,2019-08-27,Moody’s,Downgrade
5253,Instrument,78,A-,2021-05-06,S&P,Downgrade
5254,Instrument,888888,B+,2019-01-27,S&P,Review
5255,Instrument,166,ZZZ,2022-09-15,Fitch,Initial
5256,Issuer,48,B,2021-05-12,S&P,Review
5257,Issuer,710,BBB-,2019-05-22,Moody’s,Upgrade
5258,Instrument,198,BB-,2020-05-21,Moody’s,Initial
5259,Instrument,550,CC,2019-12-04,Fitch,Initial
5260,Instrument,105,A-,2023-03-27,Fitch,Downgrade
5261,Issuer,470,CC,2019-12-02,Fitch,Downgrade
5262,Instrument,56,A+,2023-07-22,S&P,Downgrade
5263,Instrument,370,B+,2023-09-10,Moody’s,Downgrade
5264,Instrument,419,BB,2021-02-22,S&P,Upgrade
5265,Issuer,1888,ZZZ,2019-04-29,Fitch,Initial
5266,Instrument,425,C,2022-04-03,Fitch,Review
5267,Instrument,8,ZZZ,2022-03-31,S&P,Downgrade
5268,Issuer,267,BB,2022-07-11,Moody’s,Initial
5269,Instrument,347,A+,2020-10-22,Fitch,Upgrade
5270,Issuer,888888,CC,2023-04-09,Moody’s,Upgrade
5271,Issuer,1976,AA-,2023-10-30,Fitch,Initial
5272,Instrument,888888,A-,2023-07-16,Fitch,Initial
5273,Instrument,498,B+,2021-09-28,S&P,Initial
5274,Issuer,465,CC,2021-12-15,Moody’s,Initial
5275,Issuer,1306,B-,2021-08-08,Moody’s,Review
5276,Issuer,1325,AA-,2023-02-13,S&P,Upgrade
5277,Issuer,1805,AA-,2022-03-31,Moody’s,Initial
5278,Instrument,601,BBB-,2020-12-14,Fitch,Upgrade
5279,Issuer,1211,AA-,2020-09-25,S&P,Downgrade
5280,Instrument,283,BBB-,2020-05-18,S&P,Upgrade
5281,Instrument,218,D,2020-10-06,Fitch,Downgrade
5282,Issuer,369,B+,2020-04-09,S&P,Downgrade
5283,Issuer,136,BBB+,2021-09-28,S&P,Review
5284,Issuer,83,ZZZ,2021-04-17,Moody’s,Upgrade
5285,Issuer,544,AA,2022-11-04,S&P,Upgrade
5286,Issuer,230,BB-,2021-11-27,Fitch,Review
5287,Issuer,1598,CCC,2021-06-28,Moody’s,Initial
5288,Instrument,182,AA,2022-04-09,S&P,Downgrade
5289,Issuer,138,A,2023-11-08,S&P,Downgrade
5290,Issuer,374,A-,2021-08-05,S&P,Initial
5291,Issuer,39,CCC,2020-06-22,S&P,Upgrade
5292,Issuer,441,B-,2023-01-05,S&P,Downgrade
5293,Issuer,34,AA-,2023-02-25,Moody’s,Downgrade
5294,Instrument,350,AAA,2021-06-30,S&P,Upgrade
5295,Instrument,1815,BBB+,2023-02-10,Moody’s,Upgrade
5296,Issuer,494,BB+,2020-12-15,Moody’s,Upgrade
5297,Instrument,398,AA,2022-08-28,S&P,Downgrade
5298,Instrument,829,BB-,2020-04-18,Moody’s,Initial
5299,Issuer,1326,CCC,2022-05-22,Moody’s,Review
5300,Issuer,153,ZZZ,2022-09-29,Moody’s,Downgrade
5301,Issuer,462,B+,2019-01-21,Fitch,Initial
5302,Instrument,1041,D,2019-03-19,Fitch,Review
5303,Instrument,206,A,2022-02-12,Fitch,Review
5304,Instrument,106,BBB,2022-11-19,Moody’s,Initial
5305,Instrument,414,B+,2023-09-06,S&P,Initial
5306,Instrument,1413,AA,2021-11-23,S&P,Review
5307,Instrument,1563,A+,2022-04-22,Fitch,Review
5308,Issuer,4,BBB+,2019-01-07,Fitch,Review
5309,Instrument,1341,AA,2021-04-02,Moody’s,Downgrade
5310,Instrument,95,B-,2020-02-09,Fitch,Downgrade
5311,Issuer,120,B-,2022-08-22,S&P,Review
5312,Instrument,1600,CC,2019-07-31,Fitch,Initial
5313,Instrument,107,C,2020-01-15,Moody’s,Review
5314,Issuer,181,A-,2021-03-25,Moody’s,Initial
5315,Instrument,123,BBB+,2021-10-28,Moody’s,Initial
5316,Instrument,888888,BB-,2019-01-28,S&P,Downgrade
5317,Instrument,30,B-,2019-11-24,Moody’s,Upgrade
5318,Issuer,356,AAA,2020-05-23,Fitch,Initial
5319,Instrument,39,A,2021-12-23,Fitch,Review
5320,Instrument,454,D,2022-08-20,Fitch,Upgrade
5321,Issuer,119,CC,2019-11-14,S&P,Downgrade
5322,Issuer,293,ZZZ,2020-05-26,Fitch,Upgrade
5323,Issuer,888888,C,2021-11-23,Fitch,Review
5324,Issuer,1590,A,2019-03-29,Moody’s,Review
5325,Instrument,849,AA-,2023-10-27,Fitch,Initial
5326,Instrument,456,A,2020-04-18,S&P,Downgrade
5327,Instrument,133,C,2020-07-26,Moody’s,Downgrade
5328,Issuer,568,AA,2023-10-05,S&P,Initial
5329,Instrument,54,A,2019-03-18,Fitch,Review
5330,Instrument,281,B,2020-09-21,Fitch,Upgrade
5331,Instrument,418,B,2022-01-20,Fitch,Downgrade
5332,Issuer,114,A+,2023-06-22,Moody’s,Downgrade
5333,Instrument,213,A-,2022-06-05,Fitch,Upgrade
5334,Issuer,835,CC,2022-03-11,Fitch,Initial
5335,Instrument,243,BBB-,2019-06-02,Fitch,Downgrade
5336,Instrument,1963,B+,2021-04-08,Fitch,Review
5337,Issuer,428,BB,2021-05-02,S&P,Upgrade
5338,Instrument,247,B,2021-09-13,Fitch,Downgrade
5339,Instrument,1410,D,2020-07-20,Moody’s,Review
5340,Instrument,499,CCC,2022-11-30,S&P,Downgrade
5341,Instrument,449,C,2019-12-07,S&P,Downgrade
5342,Issuer,138,ZZZ,2020-10-26,S&P,Review
5343,Instrument,799,B-,2022-08-04,S&P,Review
5344,Issuer,1664,CCC,2019-12-21,Fitch,Upgrade
5345,Issuer,1555,AA-,2023-01-21,S&P,Review
5346,Instrument,427,A,2022-04-21,Moody’s,Initial
5347,Issuer,1041,AAA,2020-09-14,S&P,Downgrade
5348,Instrument,81,B+,2022-06-05,Fitch,Initial
5349,Instrument,440,AA-,2019-02-01,Fitch,Downgrade
5350,Issuer,1216,B,2019-01-07,Moody’s,Review
5351,Issuer,482,A+,2022-06-28,Moody’s,Initial
5352,Issuer,1627,BB,2022-04-19,Moody’s,Review
5353,Instrument,136,BB-,2021-02-03,Moody’s,Upgrade
5354,Instrument,155,CCC,2021-02-13,S&P,Review
5355,Issuer,1404,B-,2022-10-03,Fitch,Initial
5356,Instrument,447,BB+,2020-10-06,Moody’s,Review
5357,Instrument,293,BB-,2019-01-14,S&P,Downgrade
5358,Instrument,836,ZZZ,2022-09-13,Moody’s,Review
5359,Issuer,208,AAA,2023-07-06,Fitch,Review
5360,Instrument,192,ZZZ,2022-05-15,Moody’s,Initial
5361,Issuer,118,BB-,2023-11-11,Fitch,Downgrade
5362,Instrument,434,BB,2020-06-22,Moody’s,Initial
5363,Instrument,550,A,2021-05-05,S&P,Upgrade
5364,Issuer,269,CC,2019-11-19,Fitch,Upgrade
5365,Instrument,773,AA+,2022-01-24,Fitch,Initial
5366,Instrument,1060,CC,2019-03-16,Moody’s,Initial
